_id,month,street,direction,from_intersection,to_intersection,day_type,time_period,baseline_travel_time,average_travel_time
779,Apr '18,Yonge,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,10.4
780,Apr '18,Yonge,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),6.8,6.8
781,Apr '18,Yonge,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),6.2,6.1
782,Apr '18,Yonge,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.9,4.7
783,Apr '18,Yonge,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),6.9,5.8
784,Apr '18,Yonge,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.8,6.6
785,Apr '18,Yonge,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),8.3,7.7
786,Apr '18,Yonge,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),8.1,8.2
787,Apr '18,Yonge,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,7.3
788,Apr '18,Yonge,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),7.6,6.3
789,Apr '18,Yonge,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.3,4.2
790,May '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),10.2,10.2
791,May '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),10.0,9.6
792,May '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),13.3,12.3
793,May '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),17.5,17.3
794,May '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),9.8,8.6
795,May '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),9.5,9.2
796,May '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),6.6,7.0
797,May '18,Bathurst,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.1,5.1
798,May '18,Bathurst,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),5.2,5.7
799,May '18,Bathurst,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.9,5.5
800,May '18,Bathurst,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),7.0,6.5
801,May '18,Bathurst,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.7,5.8
802,May '18,Bathurst,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),5.0,5.6
803,May '18,Bathurst,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.1,4.8
804,May '18,Bathurst,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.3,5.7
805,May '18,Bathurst,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),5.4,5.7
806,May '18,Bathurst,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.6,6.6
807,May '18,Bathurst,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),6.1,6.3
808,May '18,Bathurst,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),5.5,6.4
809,May '18,Bathurst,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),5.3,5.8
810,May '18,Bathurst,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),4.2,5.1
811,May '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),10.6,12.0
812,May '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.7,18.5
813,May '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),13.2,13.6
814,May '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),13.7,15.0
815,May '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),9.4,10.2
816,May '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),12.3,10.6
817,May '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),13.8,14.5
818,May '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.1,17.5
819,May '18,Front,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.9,11.9
820,May '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.5,10.9
821,May '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),11.8,12.3
822,May '18,Front,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),17.3,16.7
823,May '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),11.1,11.6
824,May '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.4,12.0
825,May '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.5,11.3
826,May '18,Front,Westbound,Yonge,Bathurst,Weekday,AM Peak (07:00-10:00),9.0,10.0
827,May '18,Front,Westbound,Yonge,Bathurst,Weekday,Evening (19:00-23:00),10.1,9.6
828,May '18,Front,Westbound,Yonge,Bathurst,Weekday,Midday (10:00-16:00),9.7,11.1
829,May '18,Front,Westbound,Yonge,Bathurst,Weekday,PM Peak (16:00-19:00),14.3,15.6
830,May '18,Front,Westbound,Yonge,Bathurst,Weekend,Afternoon (12:00-17:00),8.9,10.4
831,May '18,Front,Westbound,Yonge,Bathurst,Weekend,Evening (17:00-23:00),10.4,11.4
832,May '18,Front,Westbound,Yonge,Bathurst,Weekend,Morning (08:00-12:00),8.5,9.5
833,May '18,Jarvis,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),4.1,4.1
834,May '18,Jarvis,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),3.9,3.7
835,May '18,Jarvis,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),6.0,6.4
836,May '18,Jarvis,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),8.5,11.6
837,May '18,Jarvis,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.6,4.0
838,May '18,Jarvis,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.7,3.6
839,May '18,Jarvis,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),3.8,3.9
840,May '18,Jarvis,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),4.7,4.7
841,May '18,Jarvis,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,4.2
842,May '18,Jarvis,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.3,5.2
843,May '18,Jarvis,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),4.8,4.8
844,May '18,Jarvis,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.5,4.4
845,May '18,Jarvis,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.3,4.4
846,May '18,Jarvis,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.8,3.8
847,May '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.3,12.3
848,May '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.6,12.2
849,May '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),14.0,14.7
850,May '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),16.4,16.0
851,May '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),14.5,14.5
852,May '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),13.1,13.4
853,May '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),9.5,9.9
854,May '18,Queen,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),10.5,11.0
855,May '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),11.7,11.8
856,May '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),12.5,14.4
857,May '18,Queen,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.3,17.8
858,May '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.6,14.7
859,May '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),12.6,13.1
860,May '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),8.6,10.0
861,May '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),8.8,10.3
862,May '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),8.1,9.0
863,May '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),11.4,13.4
864,May '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),14.5,17.3
865,May '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),8.2,9.7
866,May '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),8.2,9.1
867,May '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),6.3,7.6
868,May '18,Spadina,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,5.4
869,May '18,Spadina,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),6.8,20.8
870,May '18,Spadina,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.2,8.5
871,May '18,Spadina,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),12.1,9.9
872,May '18,Spadina,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.8,6.0
873,May '18,Spadina,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.5,10.1
874,May '18,Spadina,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),7.1,8.0
875,May '18,Spadina,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),7.8,9.0
876,May '18,University,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),3.0,3.4
877,May '18,University,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),4.2,4.5
878,May '18,University,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.8,6.0
879,May '18,University,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,11.0
880,May '18,University,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),3.0,3.5
881,May '18,University,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.6,4.1
882,May '18,University,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),2.8,3.8
883,May '18,University,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),8.4,8.0
884,May '18,University,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,4.8
885,May '18,University,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.4,6.1
886,May '18,University,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),5.1,5.6
887,May '18,University,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.0,4.7
888,May '18,University,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.4,4.8
889,May '18,University,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.3,4.4
890,May '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,AM Peak (07:00-10:00),8.4,8.8
891,May '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Evening (19:00-23:00),7.5,7.3
892,May '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,Midday (10:00-16:00),9.0,9.7
893,May '18,Wellington,Westbound,Jarvis,Blue Jays,Weekday,PM Peak (16:00-19:00),10.9,12.3
894,May '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Afternoon (12:00-17:00),9.0,8.3
895,May '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Evening (17:00-23:00),7.3,8.4
896,May '18,Wellington,Westbound,Jarvis,Blue Jays,Weekend,Morning (08:00-12:00),7.5,8.7
897,May '18,Yonge,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,6.9
898,May '18,Yonge,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),7.3,7.6
899,May '18,Yonge,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.0,9.5
900,May '18,Yonge,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,11.8
901,May '18,Yonge,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),6.8,9.4
902,May '18,Yonge,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),6.2,8.0
903,May '18,Yonge,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.9,7.6
904,May '18,Yonge,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),6.9,7.4
905,May '18,Yonge,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.8,7.2
906,May '18,Yonge,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),8.3,10.0
907,May '18,Yonge,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),8.1,10.5
908,May '18,Yonge,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,9.7
909,May '18,Yonge,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),7.6,9.4
910,May '18,Yonge,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.3,7.1
911,Jun '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),10.2,9.7
912,Jun '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),10.0,9.7
913,Jun '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),13.3,12.2
914,Jun '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),17.5,17.0
915,Jun '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),9.8,9.1
916,Jun '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),9.5,9.2
917,Jun '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),6.6,6.7
918,Jun '18,Bathurst,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.1,5.2
919,Jun '18,Bathurst,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),5.2,5.4
920,Jun '18,Bathurst,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.9,5.6
921,Jun '18,Bathurst,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),7.0,6.6
922,Jun '18,Bathurst,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.7,5.1
923,Jun '18,Bathurst,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),5.0,5.0
924,Jun '18,Bathurst,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),4.1,4.2
925,Jun '18,Bathurst,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.3,6.1
926,Jun '18,Bathurst,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),5.4,6.7
927,Jun '18,Bathurst,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.6,7.8
928,Jun '18,Bathurst,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),6.1,7.1
929,Jun '18,Bathurst,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),5.5,5.9
930,Jun '18,Bathurst,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),5.3,5.5
931,Jun '18,Bathurst,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),4.2,4.6
932,Jun '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),10.6,9.9
933,Jun '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.7,11.5
934,Jun '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),13.2,12.7
935,Jun '18,Dundas,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),13.7,12.6
936,Jun '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),13.3,10.9
937,Jun '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.9,12.1
938,Jun '18,Dundas,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.8,8.3
939,Jun '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),9.4,9.3
940,Jun '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),12.3,11.4
941,Jun '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),13.8,12.7
942,Jun '18,Dundas,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.1,14.5
943,Jun '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.9,10.4
944,Jun '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),14.1,14.0
945,Jun '18,Dundas,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),9.4,8.3
946,Jun '18,Front,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.9,12.6
947,Jun '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.5,11.2
948,Jun '18,Front,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),11.8,15.0
949,Jun '18,Front,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),17.3,19.3
950,Jun '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),11.1,13.4
951,Jun '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),12.4,12.6
952,Jun '18,Front,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),8.5,9.9
953,Jun '18,Front,Westbound,Yonge,Bathurst,Weekday,AM Peak (07:00-10:00),9.0,9.8
954,Jun '18,Front,Westbound,Yonge,Bathurst,Weekday,Evening (19:00-23:00),10.1,10.5
955,Jun '18,Front,Westbound,Yonge,Bathurst,Weekday,Midday (10:00-16:00),9.7,12.5
956,Jun '18,Front,Westbound,Yonge,Bathurst,Weekday,PM Peak (16:00-19:00),14.3,16.4
957,Jun '18,Front,Westbound,Yonge,Bathurst,Weekend,Afternoon (12:00-17:00),8.9,12.6
958,Jun '18,Front,Westbound,Yonge,Bathurst,Weekend,Evening (17:00-23:00),10.4,11.7
959,Jun '18,Front,Westbound,Yonge,Bathurst,Weekend,Morning (08:00-12:00),8.5,8.7
960,Jun '18,Jarvis,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),4.1,3.9
961,Jun '18,Jarvis,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),3.9,3.8
962,Jun '18,Jarvis,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),6.0,6.1
963,Jun '18,Jarvis,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),8.5,9.2
964,Jun '18,Jarvis,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),4.6,3.9
965,Jun '18,Jarvis,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.7,3.6
966,Jun '18,Jarvis,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),3.8,3.5
967,Jun '18,Jarvis,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),4.7,4.4
968,Jun '18,Jarvis,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,4.3
969,Jun '18,Jarvis,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.3,4.9
970,Jun '18,Jarvis,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),4.8,4.5
971,Jun '18,Jarvis,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),4.5,4.5
972,Jun '18,Jarvis,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),4.3,4.4
973,Jun '18,Jarvis,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),3.8,3.6
974,Jun '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),11.3,12.6
975,Jun '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),11.6,12.7
976,Jun '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),14.0,15.4
977,Jun '18,Queen,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),16.4,16.4
978,Jun '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Afternoon (12:00-17:00),14.5,14.4
979,Jun '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Evening (17:00-23:00),13.1,14.6
980,Jun '18,Queen,Eastbound,Bathurst,Jarvis,Weekend,Morning (08:00-12:00),9.5,9.7
981,Jun '18,Queen,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),10.5,12.4
982,Jun '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),11.7,12.6
983,Jun '18,Queen,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),12.5,16.0
984,Jun '18,Queen,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),15.3,20.7
985,Jun '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),13.6,14.1
986,Jun '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),12.6,14.6
987,Jun '18,Queen,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),8.6,9.7
988,Jun '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,AM Peak (07:00-10:00),8.8,9.8
989,Jun '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Evening (19:00-23:00),8.1,9.0
990,Jun '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,Midday (10:00-16:00),11.4,13.7
991,Jun '18,Richmond,Westbound,Jarvis,Bathurst,Weekday,PM Peak (16:00-19:00),14.5,17.1
992,Jun '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Afternoon (12:00-17:00),8.2,9.3
993,Jun '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Evening (17:00-23:00),8.2,8.8
994,Jun '18,Richmond,Westbound,Jarvis,Bathurst,Weekend,Morning (08:00-12:00),6.3,6.8
995,Jun '18,Spadina,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),5.4,5.6
996,Jun '18,Spadina,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),6.8,6.7
997,Jun '18,Spadina,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),7.2,8.3
998,Jun '18,Spadina,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),12.1,12.3
999,Jun '18,Spadina,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),6.9,6.2
1000,Jun '18,Spadina,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),6.7,7.8
1001,Jun '18,Spadina,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),5.1,4.9
1002,Jun '18,Spadina,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),5.8,5.8
1003,Jun '18,Spadina,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.5,7.2
1004,Jun '18,Spadina,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),7.1,7.7
1005,Jun '18,Spadina,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),7.8,8.9
1006,Jun '18,Spadina,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,8.1
1007,Jun '18,Spadina,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),6.9,8.7
1008,Jun '18,Spadina,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.9,5.2
1009,Jun '18,University,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),3.0,3.5
1010,Jun '18,University,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),4.2,4.5
1011,Jun '18,University,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.8,6.8
1012,Jun '18,University,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,11.8
1013,Jun '18,University,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),3.0,3.7
1014,Jun '18,University,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.6,4.3
1015,Jun '18,University,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),2.8,3.0
1016,Jun '18,University,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),8.4,7.9
1017,Jun '18,University,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),4.5,5.1
1018,Jun '18,University,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),5.4,5.9
1019,Jun '18,University,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),5.1,5.9
1020,Aug '18,Spadina,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),7.1,7.7
1021,Aug '18,Spadina,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),7.8,8.6
1022,Aug '18,Spadina,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,8.0
1023,Aug '18,Spadina,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),6.9,7.6
1024,Aug '18,Spadina,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.9,5.4
1025,Aug '18,University,Southbound,Dundas,Front,Weekday,AM Peak (07:00-10:00),3.0,3.6
1026,Aug '18,University,Southbound,Dundas,Front,Weekday,Evening (19:00-23:00),4.2,4.7
1027,Aug '18,University,Southbound,Dundas,Front,Weekday,Midday (10:00-16:00),4.8,6.0
1028,Aug '18,University,Southbound,Dundas,Front,Weekday,PM Peak (16:00-19:00),9.8,11.6
1029,Aug '18,University,Southbound,Dundas,Front,Weekend,Afternoon (12:00-17:00),3.0,3.6
1030,Aug '18,University,Southbound,Dundas,Front,Weekend,Evening (17:00-23:00),3.6,4.4
1031,Aug '18,University,Southbound,Dundas,Front,Weekend,Morning (08:00-12:00),2.8,3.0
1032,Aug '18,University,Northbound,Front,Dundas,Weekday,AM Peak (07:00-10:00),8.4,7.6
1033,Jun '18,Yonge,Northbound,Front,Dundas,Weekday,Evening (19:00-23:00),6.8,7.6
1034,Jun '18,Yonge,Northbound,Front,Dundas,Weekday,Midday (10:00-16:00),8.3,9.0
1035,Jun '18,Yonge,Northbound,Front,Dundas,Weekday,PM Peak (16:00-19:00),8.1,9.5
1036,Jun '18,Yonge,Northbound,Front,Dundas,Weekend,Afternoon (12:00-17:00),8.1,9.4
1037,Jun '18,Yonge,Northbound,Front,Dundas,Weekend,Evening (17:00-23:00),7.6,10.7
1038,Jun '18,Yonge,Northbound,Front,Dundas,Weekend,Morning (08:00-12:00),5.3,4.7
1039,Jul '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,AM Peak (07:00-10:00),10.2,9.5
1040,Jul '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,Evening (19:00-23:00),10.0,9.5
1041,Jul '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,Midday (10:00-16:00),13.3,10.7
1042,Jul '18,Adelaide,Eastbound,Bathurst,Jarvis,Weekday,PM Peak (16:00-19:00),17.5,13.1
